Index,Value
314,0.4648236055127482
315,0.4710025542511502
316,0.4766012300146056
317,0.4816127352603904
318,0.4860308958371511
319,0.48985026859143
320,0.4930661480736057
321,0.4956745723349856
322,0.4976723278089073
323,0.4990569532698393
324,0.4998267428655982
325,0.4999807482189518
326,0.4995187795960151
327,0.4984414061400011
328,0.4967499551700397
329,0.4944465105459263
330,0.491533910100816
331,0.4880157421450268
332,0.4838963410452571
333,0.4791807818846664
334,0.4738748742103962
335,0.4679851548762345
336,0.4615188799892418
337,0.4544840159702624
338,0.446889229739328
339,0.4387438780380541
340,0.4300579959021766
341,0.4208422842984345
342,0.4111080969410283
343,0.4008674263038957
344,0.3901328888460398
345,0.378917709468109
346,0.3672357052193825
347,0.3551012682752261
348,0.3425293482060004
349,0.329535433559259
350,0.3161355327779292
351,0.3023461544779829
352,0.2881842871099016
353,0.2736673780289786
354,0.2588133120002612
355,0.2436403891646015
356,0.2281673024929675
357,0.2124131147567892
358,0.1963972350427116
359,0.1801393948406899
360,0.1636596237348847
361,0.1469782247273059
362,0.1301157492246112
363,0.1130929717188624
364,0.0959308641934513
365,0.0786505702857111
366,0.0612733792380521
367,0.043820699669717
368,0.0263140332014552
369,0.0087749479656287
370,-0.0087749479656283
371,-0.0263140332014548
372,-0.0438206996697166
373,-0.0612733792380517
374,-0.0786505702857098
375,-0.0959308641934501
376,-0.1130929717188621
377,-0.1301157492246108
378,-0.1469782247273056
379,-0.1636596237348836
380,-0.1801393948406887
381,-0.1963972350427112
382,-0.2124131147567889
383,-0.2281673024929672
384,-0.2436403891646011
385,-0.2588133120002608
386,-0.2736673780289783
387,-0.2881842871099013
388,-0.3023461544779827
389,-0.3161355327779282
390,-0.3295354335592581
391,-0.3425293482060001
392,-0.3551012682752258
393,-0.3672357052193823
394,-0.3789177094681088
395,-0.3901328888460396
396,-0.4008674263038955
397,-0.411108096941028
398,-0.4208422842984344
399,-0.4300579959021764
400,-0.4387438780380538
401,-0.4468892297393279
402,-0.4544840159702623
403,-0.4615188799892417
404,-0.467985154876234
405,-0.4738748742103958
406,-0.4791807818846661
407,-0.4838963410452571
408,-0.4880157421450268
409,-0.491533910100816
410,-0.4944465105459263
411,-0.4967499551700397
412,-0.4984414061400011
413,-0.4995187795960151
414,-0.4999807482189518
415,-0.4998267428655982
416,-0.4990569532698393
417,-0.4976723278089074
418,-0.4956745723349857
419,-0.493066148073606
420,-0.4898502685914302
421,-0.4860308958371513
422,-0.4816127352603905
423,-0.4766012300146057
424,-0.4710025542511504
425,-0.4648236055127482
426,-0.458071996235753
427,-0.4507560443716606
428,-0.4428847631394324
429,-0.4344678499212502
430,-0.4255156743153868
431,-0.4160392653609082
432,-0.4060502979499485
433,-0.395561078444297
434,-0.3845845295140166
435,-0.3731341742167743
436,-0.3612241193374963
437,-0.3488690380088735
438,-0.3360841516341321
439,-0.3228852111343314
440,-0.3092884775433042
441,-0.2953107019741364
442,-0.2809691049818764
443,-0.2662813553478857
444,-0.2512655483119852
445,-0.2359401832792021
446,-0.2203241410285883
447,-0.2044366604521878
448,-0.1882973148528101
449,-0.171925987829812
450,-0.155342848782594
451,-0.1385683280619941
452,-0.1216230918001884
453,-0.104528016450115
454,-0.0873041630657756
455,-0.0699727513551169
456,-0.0525551335374466
457,-0.0350727680376018
458,-0.0175471930492625
459,-2.4492935982947064e-16
460,-7.34788079488412e-16
461,0.0703083937049088
462,0.1404622343015244
463,0.210307308422829
464,0.2796900814375218
465,0.3484580349524744
466,0.4164600020812499
467,0.4835464997417292
468,0.5495700572523674
469,0.6143855405047598
470,0.6778504709999006
471,0.7398253390468603
472,0.8001739104353545
473,0.8587635259081066
474,0.9154653927746864
475,0.970154868025798
476,1.0227117323256565
477,1.0730204542801909
478,1.1209704444001147
479,1.1664562982006268
480,1.209378027903345
481,1.2496412822311371
482,1.2871575538127162
483,1.321844373741042
484,1.3536254928578817
485,1.3824310493660052
486,1.4081977224005795
487,1.4308688712221684
488,1.4503946597253758
489,1.4667321659894177
490,1.4798454766298197
491,1.4897057657438313
492,1.4962913582760151
493,1.4995877776647235
494,1.4995877776647235
495,1.4962913582760151
496,1.4897057657438315
497,1.4798454766298197
498,1.466732165989418
499,1.450394659725376
500,1.4308688712221689
501,1.4081977224005802
502,1.382431049366006
503,1.3536254928578826
504,1.321844373741043
505,1.287157553812717
506,1.249641282231138
507,1.209378027903346
508,1.1664562982006297
509,1.1209704444001158
510,1.0730204542801918
511,1.0227117323256574
512,0.9701548680257994
513,0.915465392774688
514,0.8587635259081079
515,0.800173910435356
516,0.7398253390468618
517,0.677850470999902
518,0.6143855405047614
519,0.5495700572523715
520,0.4835464997417308
521,0.4164600020812515
522,0.348458034952476
523,0.2796900814375234
524,0.210307308422828
525,0.1404622343015261
526,0.0703083937049105
527,9.18485099360515e-16
528,-0.0703083937049087
529,-0.1404622343015242
530,-0.2103073084228262
531,-0.2796900814375216
532,-0.3484580349524742
533,-0.4164600020812498
534,-0.4835464997417316
535,-0.5495700572523697
536,-0.6143855405047596
537,-0.6778504709999005
538,-0.7398253390468602
539,-0.8001739104353542
540,-0.8587635259081063
541,-0.9154653927746864
542,-0.970154868025796
543,-1.022711732325654
544,-1.0730204542801922
545,-1.1209704444001165
546,-1.1664562982006283
547,-1.2093780279033448
548,-1.2496412822311371
549,-1.287157553812716
550,-1.321844373741042
551,-1.3536254928578817
552,-1.3824310493660052
553,-1.4081977224005786
554,-1.4308688712221675
555,-1.4503946597253763
556,-1.4667321659894168
557,-1.4798454766298197
558,-1.4897057657438313
559,-1.4962913582760151
560,-1.4995877776647235
561,-1.4995877776647235
562,-1.4962913582760151
563,-1.4897057657438315
564,-1.47984547662982
565,-1.4667321659894184
566,-1.4503946597253754
567,-1.4308688712221698
568,-1.4081977224005793
569,-1.382431049366006
570,-1.3536254928578826
571,-1.321844373741043
572,-1.287157553812717
573,-1.2496412822311382
574,-1.209378027903346
575,-1.1664562982006297
576,-1.1209704444001178
577,-1.07302045428019
578,-1.0227117323256596
579,-0.9701548680257974
580,-0.915465392774688
581,-0.8587635259081081
582,-0.8001739104353561
583,-0.739825339046862
584,-0.6778504709999023
585,-0.6143855405047615
586,-0.5495700572523716
587,-0.4835464997417336
588,-0.4164600020812491
589,-0.3484580349524787
590,-0.2796900814375209
591,-0.2103073084228283
592,-0.1404622343015263
593,-0.0703083937049107
594,-1.102182119232618e-15
595,-7.34788079488412e-16
596,0.0703083937049088
597,0.1404622343015244
598,0.210307308422829
599,0.2796900814375218
600,0.3484580349524744
601,0.4164600020812499
602,0.4835464997417292
603,0.5495700572523674
604,0.6143855405047598
605,0.6778504709999006
606,0.7398253390468603
607,0.8001739104353545
608,0.8587635259081066
609,0.9154653927746864
610,0.970154868025798
611,1.0227117323256565
612,1.0730204542801909
613,1.1209704444001147
614,1.1664562982006268
615,1.209378027903345
616,1.2496412822311371
617,1.2871575538127162
618,1.321844373741042
619,1.3536254928578817
620,1.3824310493660052
621,1.4081977224005795
622,1.4308688712221684
623,1.4503946597253758
624,1.4667321659894177
625,1.4798454766298197
626,1.4897057657438313
627,1.4962913582760151
628,1.4995877776647235
629,1.4995877776647235
630,1.4962913582760151
631,1.4897057657438315
632,1.4798454766298197
633,1.466732165989418
634,1.450394659725376
635,1.4308688712221689
636,1.4081977224005802
637,1.382431049366006
638,1.3536254928578826
639,1.321844373741043
640,1.287157553812717
641,1.249641282231138
642,1.209378027903346
643,1.1664562982006297
644,1.1209704444001158
645,1.0730204542801918
646,1.0227117323256574
647,0.9701548680257994
648,0.915465392774688
649,0.8587635259081079
650,0.800173910435356
651,0.7398253390468618
652,0.677850470999902
653,0.6143855405047614
654,0.5495700572523715
655,0.4835464997417308
656,0.4164600020812515
657,0.348458034952476
658,0.2796900814375234
659,0.210307308422828
660,0.1404622343015261
661,0.0703083937049105
662,9.18485099360515e-16
663,-0.0703083937049087
664,-0.1404622343015242
665,-0.2103073084228262
666,-0.2796900814375216
667,-0.3484580349524742
668,-0.4164600020812498
669,-0.4835464997417316
670,-0.5495700572523697
671,-0.6143855405047596
672,-0.6778504709999005
673,-0.7398253390468602
674,-0.8001739104353542
675,-0.8587635259081063
676,-0.9154653927746864
677,-0.970154868025796
678,-1.022711732325654
679,-1.0730204542801922
680,-1.1209704444001165
681,-1.1664562982006283
682,-1.2093780279033448
683,-1.2496412822311371
684,-1.287157553812716
685,-1.321844373741042
686,-1.3536254928578817
687,-1.3824310493660052
688,-1.4081977224005786
689,-1.4308688712221675
690,-1.4503946597253763
691,-1.4667321659894168
692,-1.4798454766298197
693,-1.4897057657438313
694,-1.4962913582760151
695,-1.4995877776647235
696,-1.4995877776647235
697,-1.4962913582760151
698,-1.4897057657438315
699,-1.47984547662982
700,-1.4667321659894184
701,-1.4503946597253754
702,-1.4308688712221698
703,-1.4081977224005793
704,-1.382431049366006
705,-1.3536254928578826
706,-1.321844373741043
707,-1.287157553812717
708,-1.2496412822311382
709,-1.209378027903346
710,-1.1664562982006297
711,-1.1209704444001178
712,-1.07302045428019
713,-1.0227117323256596
714,-0.9701548680257974
715,-0.915465392774688
716,-0.8587635259081081
717,-0.8001739104353561
718,-0.739825339046862
719,-0.6778504709999023
720,-0.6143855405047615
721,-0.5495700572523716
722,-0.4835464997417336
723,-0.4164600020812491
724,-0.3484580349524787
725,-0.2796900814375209
726,-0.2103073084228283
727,-0.1404622343015263
728,-0.0703083937049107
729,-1.102182119232618e-15
730,0.0
731,0.1265924535737492
732,0.2511479871810792
733,0.3716624556603276
734,0.4861967361004687
735,0.5929079290546404
736,0.690079011482112
737,0.7761464642917568
738,0.8497254299495144
739,0.9096319953545184
740,0.954902241444074
741,0.984807753012208
742,0.998867339183008
743,0.9968547759519424
744,0.9788024462147789
745,0.9450008187146683
746,0.8959937742913359
747,0.8325698546347714
748,0.7557495743542583
749,0.6667690005162917
750,0.5670598638627709
751,0.4582265217274105
752,0.3420201433256689
753,0.2203105327865408
754,0.0950560433041824
755,-0.0317279334980678
756,-0.15800139597335
757,-0.2817325568414298
758,-0.4009305354066138
759,-0.5136773915734064
760,-0.6181589862206053
761,-0.7126941713788629
762,-0.7957618405308321
763,-0.8660254037844388
764,-0.9223542941045814
765,-0.9638421585599422
766,-0.9898214418809328
767,-0.9998741276738752
768,-0.993838464461254
769,-0.9718115683235417
770,-0.9341478602651068
771,-0.881453363447582
772,-0.8145759520503358
773,-0.7345917086575332
774,-0.6427876096865396
775,-0.5406408174555974
776,-0.4297949120891719
777,-0.312033445698487
778,-0.1892512443604097
779,-0.0634239196565645
780,0.0634239196565649
781,0.1892512443604101
782,0.3120334456984874
783,0.4297949120891715
784,0.5406408174555978
785,0.6427876096865391
786,0.7345917086575334
787,0.8145759520503356
788,0.8814533634475821
789,0.9341478602651068
790,0.9718115683235418
791,0.993838464461254
792,0.9998741276738752
793,0.9898214418809328
794,0.963842158559942
795,0.9223542941045816
796,0.8660254037844383
797,0.7957618405308319
798,0.7126941713788629
799,0.6181589862206056
800,0.5136773915734058
801,0.4009305354066134
802,0.2817325568414299
803,0.1580013959733505
804,0.031727933498067
805,-0.0950560433041828
806,-0.2203105327865403
807,-0.342020143325668
808,-0.4582265217274108
809,-0.5670598638627707
810,-0.6667690005162913
811,-0.7557495743542588
812,-0.8325698546347716
813,-0.8959937742913359
814,-0.9450008187146683
815,-0.9788024462147789
816,-0.9968547759519424
817,-0.998867339183008
818,-0.984807753012208
819,-0.9549022414440737
820,-0.9096319953545184
821,-0.8497254299495145
822,-0.7761464642917573
823,-0.6900790114821116
824,-0.5929079290546404
825,-0.486196736100469
826,-0.3716624556603267
827,-0.2511479871810788
828,-0.1265924535737493
829,-4.898587196589413e-16
830,-1.2246467991473532e-16
831,0.0175471930492621
832,0.0350727680376019
833,0.0525551335374467
834,0.069972751355116
835,0.0873041630657748
836,0.1045280164501147
837,0.121623091800188
838,0.1385683280619929
839,0.1553428487825928
840,0.1719259878298112
841,0.1882973148528094
842,0.204436660452187
843,0.2203241410285875
844,0.2359401832792018
845,0.2512655483119849
846,0.2662813553478854
847,0.2809691049818761
848,0.2953107019741365
849,0.3092884775433035
850,0.3228852111343308
851,0.3360841516341318
852,0.3488690380088732
853,0.3612241193374954
854,0.3731341742167735
855,0.3845845295140161
856,0.3955610784442965
857,0.406050297949948
858,0.4160392653609079
859,0.4255156743153866
860,0.4344678499212501
861,0.4428847631394322
862,0.4507560443716605
863,0.458071996235753
864,0.4648236055127482
865,0.4710025542511502
866,0.4766012300146056
867,0.4816127352603904
868,0.4860308958371511
869,0.48985026859143
870,0.4930661480736057
871,0.4956745723349856
872,0.4976723278089073
873,0.4990569532698393
874,0.4998267428655982
875,0.4999807482189518
876,0.4995187795960151
877,0.4984414061400011
878,0.4967499551700397
879,0.4944465105459263
880,0.491533910100816
881,0.4880157421450268
882,0.4838963410452571
883,0.4791807818846664
884,0.4738748742103962
885,0.4679851548762345
886,0.4615188799892418
887,0.4544840159702624
888,0.446889229739328
889,0.4387438780380541
890,0.4300579959021766
891,0.4208422842984345
892,0.4111080969410283
893,0.4008674263038957
894,0.3901328888460398
895,0.378917709468109
896,0.3672357052193825
897,0.3551012682752261
898,0.3425293482060004
899,0.329535433559259
900,0.3161355327779292
901,0.3023461544779829
902,0.2881842871099016
903,0.2736673780289786
904,0.2588133120002612
905,0.2436403891646015
906,0.2281673024929675
907,0.2124131147567892
908,0.1963972350427116
909,0.1801393948406899
910,0.1636596237348847
911,0.1469782247273059
912,0.1301157492246112
913,0.1130929717188624
914,0.0959308641934513
915,0.0786505702857111
916,0.0612733792380521
917,0.043820699669717
918,0.0263140332014552
919,0.0087749479656287
920,-0.0087749479656283
921,-0.0263140332014548
922,-0.0438206996697166
923,-0.0612733792380517
924,-0.0786505702857098
925,-0.0959308641934501
926,-0.1130929717188621
927,-0.1301157492246108
928,-0.1469782247273056
929,-0.1636596237348836
930,-0.1801393948406887
931,-0.1963972350427112
932,-0.2124131147567889
933,-0.2281673024929672
934,-0.2436403891646011
935,-0.2588133120002608
936,-0.2736673780289783
937,-0.2881842871099013
938,-0.3023461544779827
939,-0.3161355327779282
940,-0.3295354335592581
941,-0.3425293482060001
942,-0.3551012682752258
943,-0.3672357052193823
944,-0.3789177094681088
945,-0.3901328888460396
946,-0.4008674263038955
947,-0.411108096941028
948,-0.4208422842984344
949,-0.4300579959021764
950,-0.4387438780380538
951,-0.4468892297393279
952,-0.4544840159702623
953,-0.4615188799892417
954,-0.467985154876234
955,-0.4738748742103958
956,-0.4791807818846661
957,-0.4838963410452571
958,-0.4880157421450268
959,-0.491533910100816
960,-0.4944465105459263
961,-0.4967499551700397
962,-0.4984414061400011
963,-0.4995187795960151
964,-0.4999807482189518
965,-0.4998267428655982
966,-0.4990569532698393
967,-0.4976723278089074
968,-0.4956745723349857
969,-0.493066148073606
970,-0.4898502685914302
971,-0.4860308958371513
972,-0.4816127352603905
973,-0.4766012300146057
974,-0.4710025542511504
975,-0.4648236055127482
976,-0.458071996235753
977,-0.4507560443716606
978,-0.4428847631394324
979,-0.4344678499212502
980,-0.4255156743153868
981,-0.4160392653609082
982,-0.4060502979499485
983,-0.395561078444297
984,-0.3845845295140166
985,-0.3731341742167743
986,-0.3612241193374963
987,-0.3488690380088735
988,-0.3360841516341321
989,-0.3228852111343314
990,-0.3092884775433042
991,-0.2953107019741364
992,-0.2809691049818764
993,-0.2662813553478857
994,-0.2512655483119852
995,-0.2359401832792021
996,-0.2203241410285883
997,-0.2044366604521878
998,-0.1882973148528101
999,-0.171925987829812
1000,-0.155342848782594
1001,-0.1385683280619941
1002,-0.1216230918001884
1003,-0.104528016450115
1004,-0.0873041630657756
1005,-0.0699727513551169
1006,-0.0525551335374466
1007,-0.0350727680376018
1008,-0.0175471930492625
1009,-2.4492935982947064e-16
1010,-7.34788079488412e-16
1011,0.0703083937049088
1012,0.1404622343015244
1013,0.210307308422829
1014,0.2796900814375218
1015,0.3484580349524744
1016,0.4164600020812499
1017,0.4835464997417292
1018,0.5495700572523674
1019,0.6143855405047598
1020,0.6778504709999006
1021,0.7398253390468603
1022,0.8001739104353545
1023,0.8587635259081066
1024,0.9154653927746864
1025,0.970154868025798
1026,1.0227117323256565
1027,1.0730204542801909
1028,1.1209704444001147
1029,1.1664562982006268
1030,1.209378027903345
1031,1.2496412822311371
1032,1.2871575538127162
1033,1.321844373741042
1034,1.3536254928578817
1035,1.3824310493660052
1036,1.4081977224005795
1037,1.4308688712221684
1038,1.4503946597253758
1039,1.4667321659894177
1040,1.4798454766298197
1041,1.4897057657438313
1042,1.4962913582760151
1043,1.4995877776647235
1044,1.4995877776647235
1045,1.4962913582760151
1046,1.4897057657438315
1047,1.4798454766298197
1048,1.466732165989418
1049,1.450394659725376
1050,1.4308688712221689
1051,1.4081977224005802
1052,1.382431049366006
1053,1.3536254928578826
1054,1.321844373741043
1055,1.287157553812717
1056,1.249641282231138
1057,1.209378027903346
1058,1.1664562982006297
1059,1.1209704444001158
1060,1.0730204542801918
1061,1.0227117323256574
1062,0.9701548680257994
1063,0.915465392774688
1064,0.8587635259081079
1065,0.800173910435356
1066,0.7398253390468618
1067,0.677850470999902
1068,0.6143855405047614
1069,0.5495700572523715
1070,0.4835464997417308
1071,0.4164600020812515
1072,0.348458034952476
1073,0.2796900814375234
1074,0.210307308422828
1075,0.1404622343015261
1076,0.0703083937049105
1077,9.18485099360515e-16
1078,-0.0703083937049087
1079,-0.1404622343015242
1080,-0.2103073084228262
1081,-0.2796900814375216
1082,-0.3484580349524742
1083,-0.4164600020812498
1084,-0.4835464997417316
1085,-0.5495700572523697
1086,-0.6143855405047596
1087,-0.6778504709999005
1088,-0.7398253390468602
1089,-0.8001739104353542
1090,-0.8587635259081063
1091,-0.9154653927746864
1092,-0.970154868025796
1093,-1.022711732325654
1094,-1.0730204542801922
1095,-1.1209704444001165
1096,-1.1664562982006283
1097,-1.2093780279033448
1098,-1.2496412822311371
1099,-1.287157553812716
1100,-1.321844373741042
1101,-1.3536254928578817
1102,-1.3824310493660052
1103,-1.4081977224005786
1104,-1.4308688712221675
1105,-1.4503946597253763
1106,-1.4667321659894168
1107,-1.4798454766298197
1108,-1.4897057657438313
1109,-1.4962913582760151
1110,-1.4995877776647235
1111,-1.4995877776647235
1112,-1.4962913582760151
1113,-1.4897057657438315
1114,-1.47984547662982
1115,-1.4667321659894184
1116,-1.4503946597253754
1117,-1.4308688712221698
1118,-1.4081977224005793
1119,-1.382431049366006
1120,-1.3536254928578826
1121,-1.321844373741043
1122,-1.287157553812717
1123,-1.2496412822311382
1124,-1.209378027903346
1125,-1.1664562982006297
1126,-1.1209704444001178
1127,-1.07302045428019
1128,-1.0227117323256596
1129,-0.9701548680257974
1130,-0.915465392774688
1131,-0.8587635259081081
1132,-0.8001739104353561
1133,-0.739825339046862
1134,-0.6778504709999023
1135,-0.6143855405047615
1136,-0.5495700572523716
1137,-0.4835464997417336
1138,-0.4164600020812491
1139,-0.3484580349524787
1140,-0.2796900814375209
1141,-0.2103073084228283
1142,-0.1404622343015263
1143,-0.0703083937049107
1144,-1.102182119232618e-15
